1,0.0
2,1.0
3,2.66556
4,4.87502
5,7.53662
6,10.57501
7,13.96433
8,17.66728
9,21.5939
10,25.82993
11,30.25298
12,34.92839
13,39.78997
14,44.7755
15,49.96622
16,55.36492
17,60.87466
18,66.77404
19,72.49987
20,78.432
21,84.53359
22,90.7559
23,97.17394
24,103.49461
25,110.09586
26,116.82669
27,123.61576
28,130.47649
29,137.59784
30,144.58899
31,151.79647
32,159.09969
33,166.44385
34,173.91121
35,181.39034
36,188.91767
37,196.63318
38,204.24445
39,212.46455
40,220.18889
41,228.13443
42,236.31189
43,244.28825
44,252.56283
45,260.91456
46,269.14741
47,277.72066
48,285.98011
49,294.57065
50,303.17523
51,311.62831
52,320.25463
53,329.24903
54,338.05003
55,347.01201
56,356.01744
57,364.6042
58,373.80785
59,383.11301
60,391.93874
61,401.57023
62,410.52865
63,419.99271
64,429.25475
65,438.55668
66,448.29583
67,457.31563
68,466.97454
69,476.57812
70,486.36703
71,495.71952
72,505.74802
73,515.20192
74,524.73047
75,535.06509
76,544.52926
77,555.09638
78,564.6547
79,574.78588
80,584.83286
81,594.97491
82,604.60619
83,615.40845
84,625.58629
85,635.49961
86,645.91204
87,656.07116
88,667.03787
89,676.29318
90,687.5093
91,698.01797
92,707.56936
93,718.70694
94,729.79309
95,739.89456
96,750.6955
97,762.2228
98,771.95619
99,782.63851
100,793.13047
101,804.20783
102,815.04666
103,825.61441
104,837.46105
105,848.1838
106,858.62849
107,870.02257
108,880.8819
109,892.05537
110,902.57107
111,913.73628
112,924.97984
113,936.48849
114,948.75755
115,958.59439
116,969.81467
117,981.02286
118,992.06099
119,1003.75327
120,1014.99081
121,1026.95103
122,1037.39625
123,1049.30765
124,1060.66989
125,1072.88656
126,1083.87336
127,1095.16687
128,1107.24475
129,1118.94541
130,1129.54873
131,1142.17162
132,1153.57614
133,1165.10319
134,1177.22735
135,1189.33074
136,1201.00885
137,1213.07992
138,1224.78736
139,1235.97823
140,1248.78457
141,1259.82435
142,1272.2063
143,1283.50149
144,1296.56629
145,1307.59493
146,1319.32359
147,1332.01722
148,1344.01591
149,1357.1476
150,1369.69699
151,1380.25766
152,1393.26474
153,1404.76332
154,1415.83387
155,1427.27693
156,1442.59512
157,1453.18486
158,1465.04588
159,1477.87138
160,1490.37654
161,1503.88935
162,1516.41512
163,1526.85009
164,1539.72168
165,1552.9946
166,1563.87474
167,1578.21263
168,1589.99777
169,1601.19122
170,1614.12572
171,1626.66554
172,1640.72393
173,1651.87645
174,1665.35258
175,1678.63059
176,1691.10477
177,1701.5227
178,1715.53477
179,1729.39994
180,1741.35063
181,1756.19916
182,1766.64146
183,1780.3961
184,1792.28001
185,1804.0665
186,1818.60816
187,1830.78363
188,1845.60594
189,1857.58965
190,1870.68773
191,1883.16411
192,1894.69581
193,1909.2836
194,1922.53162
195,1935.67714
196,1948.20678
197,1961.31107
198,1972.75798
199,1987.99549
200,2001.02479
201,2015.15894
202,2025.74665
203,2039.25515
204,2053.71549
205,2065.36741
206,2080.13494
207,2093.77847
208,2105.24151
209,2119.1393
210,2130.99702
211,2146.3448
212,2158.26612
213,2172.13952
214,2186.51648
215,2199.03951
216,2214.01985
217,2227.58837
218,2239.69524
219,2253.60917
220,2266.1164
221,2277.65591
222,2294.09999
223,2305.45846
224,2320.42956
225,2335.95811
226,2347.52282
227,2363.06576
228,2375.70261
229,2386.07924
230,2401.7673
231,2414.86142
232,2429.48138
233,2444.22941
234,2456.38878
235,2470.36223
236,2484.15878
237,2494.97977
238,2511.10028
239,2525.41035
240,2537.9759
241,2552.69676
242,2564.83476
243,2579.17356
244,2592.79242
245,2609.08305
246,2619.21213
247,2634.9445
248,2649.62792
249,2663.00334
250,2677.10627
251,2692.44555
252,2705.7439
253,2719.24453
254,2733.22844
255,2744.17139
256,2759.95196
257,2775.98952
258,2788.59617
259,2801.57783
260,2817.90683
261,2830.97843
262,2843.81151
263,2859.75012
264,2872.02245
265,2888.27829
266,2901.93116
267,2915.21878
268,2929.09877
269,2943.50001
270,2957.20426
271,2970.88182
272,2983.89349
273,3000.59676
274,3016.66315
275,3028.37648
276,3042.97278
277,3060.15181
278,3070.82036
279,3087.75607
280,3100.89702
281,3116.82833
282,3130.44828
283,3142.33339
284,3157.71347
285,3173.62846
286,3187.15356
287,3202.20632
288,3218.24434
289,3230.52877
290,3243.68278
291,3257.72416
292,3271.82882
293,3287.55486
294,3300.85094
295,3317.10124
296,3329.2522
297,3345.3728
298,3361.62423
299,3376.11385
300,3390.24006
301,3400.77039
302,3418.27778
303,3434.29716
304,3445.39076
305,3464.59542
306,3476.13248
307,3493.40854
308,3503.11387
309,3519.80118
310,3535.12001
311,3550.26577
312,3564.24959
313,3577.92048
314,3594.15883
315,3612.04426
316,3621.63136
317,3638.94493
318,3655.59337
319,3666.69869
320,3684.60872
321,3696.46123
322,3713.93552
323,3727.58253
324,3742.80735
325,3757.31192
326,3772.10761
327,3790.3951
328,3800.12847
329,3817.30798
330,3832.98403
331,3844.0604
332,3861.58257
333,3875.39926
334,3892.21734
335,3905.55079
336,3919.9518
337,3936.19788
338,3950.73778
339,3966.63566
340,3983.01919
341,3997.23617
342,4009.77037
343,4027.32108
344,4041.64848
345,4056.83627
346,4071.38185
347,4083.9304
348,4103.09344
349,4115.87687
350,4131.31179
351,4146.88724
352,4161.52475
353,4175.41082
354,4192.47232
355,4206.87365
356,4222.30919
357,4240.1969
358,4252.04827
359,4269.83558
360,4283.1916
361,4300.69191
362,4315.63743
363,4330.26293
364,4342.45786
365,4363.179
366,4373.79471
367,4393.73615
368,4405.3367
369,4424.68477
