1,0.0
2,1.0
3,2.66513
4,4.82982
5,7.4018
6,10.29541
7,13.48176
8,16.93354
9,20.58148
10,24.42309
11,28.47301
12,32.68938
13,37.04226
14,41.56321
15,46.21401
16,50.96949
17,55.81092
18,60.82252
19,65.9654
20,71.08594
21,76.41134
22,81.80233
23,87.22715
24,92.89023
25,98.38899
26,104.16246
27,109.94231
28,115.79054
29,121.77166
30,127.66193
31,133.78854
32,139.9287
33,145.98652
34,152.27671
35,158.54489
36,164.92606
37,171.41803
38,177.86247
39,184.39656
40,190.87287
41,197.45138
42,204.08864
43,210.76046
44,217.64383
45,224.33934
46,231.16299
47,238.07885
48,244.92545
49,252.03851
50,258.93353
51,266.01772
52,273.02703
53,280.36875
54,287.26721
55,294.49102
56,302.01942
57,308.98541
58,316.31994
59,323.61176
60,331.00629
61,338.49855
62,345.94158
63,353.25582
64,360.76314
65,368.0318
66,375.87249
67,383.68603
68,391.08592
69,398.8665
70,406.36414
71,414.17121
72,421.59278
73,429.21318
74,437.45605
75,444.98395
76,452.6748
77,460.61956
78,468.75962
79,476.5186
80,484.23404
81,492.46903
82,500.10832
83,508.45151
84,516.49053
85,524.23717
86,532.71527
87,540.38142
88,548.74693
89,557.12082
90,565.18095
91,573.43884
92,581.27024
93,589.58181
94,598.21592
95,606.18624
96,614.31592
97,622.69217
98,631.25011
99,639.82463
100,647.99849
101,656.41743
102,665.00331
103,673.54629
104,681.49558
105,689.82729
106,698.27684
107,706.9492
108,715.8594
109,724.19993
110,732.36766
111,741.42523
112,750.25527
113,758.57752
114,767.25447
115,775.82599
116,784.76935
117,793.23137
118,801.55776
119,810.48456
120,819.6227
121,828.49632
122,837.05753
123,845.54169
124,854.42901
125,863.4391
126,872.09145
127,880.78575
128,889.56904
129,898.9354
130,907.72857
131,916.42156
132,925.58389
133,934.60379
134,943.67946
135,952.56883
136,961.41452
137,970.7674
138,979.65759
139,988.25701
140,997.36181
141,1006.45611
142,1015.22974
143,1025.16874
144,1033.74949
145,1042.43374
146,1052.47077
147,1061.01445
148,1070.47422
149,1079.66169
150,1089.18885
151,1097.62433
152,1106.70273
153,1116.36407
154,1125.40707
155,1134.78466
156,1143.90398
157,1153.29388
158,1162.52754
159,1172.0552
160,1181.24588
161,1190.09008
162,1200.1691
163,1209.40493
164,1218.58458
165,1227.78278
166,1237.25712
167,1247.22999
168,1255.90698
169,1266.05595
170,1275.21132
171,1284.99247
172,1294.31667
173,1303.46078
174,1312.95648
175,1322.63142
176,1331.13866
177,1341.30428
178,1350.94472
179,1361.14411
180,1369.98157
181,1379.70468
182,1389.15972
183,1398.40569
184,1409.03265
185,1418.47405
186,1427.76167
187,1437.39988
188,1446.6958
189,1456.40707
190,1466.50505
191,1475.58324
192,1485.58514
193,1495.10849
194,1504.71709
195,1514.54193
196,1524.60419
197,1534.11037
198,1543.61658
199,1553.38174
200,1563.05227
201,1572.79478
202,1582.42531
203,1592.3478
204,1602.72327
205,1612.66715
206,1622.41921
207,1631.97699
208,1641.65696
209,1651.39431
210,1660.72843
211,1671.72961
212,1680.60631
213,1690.98048
214,1700.57734
215,1709.99526
216,1720.50346
217,1731.05124
218,1740.64287
219,1750.48062
220,1760.68107
221,1770.13966
222,1779.75065
223,1789.99081
224,1800.18348
225,1811.64039
226,1819.88291
227,1829.98304
228,1840.66901
229,1850.35966
230,1860.93019
231,1870.40088
232,1880.34279
233,1890.53162
234,1900.55158
235,1910.69695
236,1920.1778
237,1931.26732
238,1941.32397
239,1951.43025
240,1962.30058
241,1971.53594
242,1981.64282
243,1991.09147
244,2001.96077
245,2011.98741
246,2022.12353
247,2032.91179
248,2042.4696
249,2053.07131
250,2062.57005
251,2073.21305
252,2083.91457
253,2093.61355
254,2103.65096
255,2113.56919
256,2124.98733
257,2134.60741
258,2144.7063
259,2155.81058
260,2164.67825
261,2175.80365
262,2187.2524
263,2196.68647
264,2206.43626
265,2216.95111
266,2228.97021
267,2237.29138
268,2249.0032
269,2257.89078
270,2269.0197
271,2278.75829
272,2289.53006
273,2299.32369
274,2309.628
275,2320.35046
276,2331.28814
277,2342.51717
278,2351.73446
279,2362.12298
280,2372.51349
281,2383.90825
282,2393.10362
283,2405.17086
284,2413.40985
285,2424.92779
286,2435.82996
287,2446.25255
288,2456.44345
289,2466.6497
290,2477.87579
291,2488.61116
292,2498.44153
293,2508.84651
294,2520.52074
295,2530.23899
296,2541.14675
297,2551.10731
298,2562.20587
299,2573.07958
300,2582.14557
301,2594.26548
302,2603.63988
303,2614.67101
304,2625.68932
305,2635.94685
306,2646.61015
307,2656.15116
308,2668.17309
309,2678.0344
310,2688.611
311,2698.56089
312,2709.88449
313,2719.49163
314,2731.46253
315,2742.81086
316,2753.87761
317,2763.94191
318,2774.84309
319,2785.05279
320,2795.81351
321,2805.45252
322,2817.2479
323,2827.40909
324,2837.48938
325,2849.27706
326,2859.53319
327,2869.92523
328,2881.99114
329,2892.39155
330,2902.34115
331,2913.2802
332,2924.26721
333,2934.68657
334,2945.14012
335,2956.98826
336,2968.13199
337,2978.06056
338,2988.98324
339,3000.61134
340,3009.90865
341,3022.01615
342,3031.64823
343,3042.91135
344,3053.04884
345,3064.44855
346,3074.76604
347,3087.42273
348,3097.82033
349,3108.90758
350,3120.26891
351,3130.92771
352,3140.89203
353,3153.68423
354,3164.32193
355,3174.03994
356,3185.39724
357,3194.80509
358,3205.8445
359,3217.06875
360,3228.46771
361,3238.23154
362,3250.47495
363,3260.7615
364,3271.90547
365,3283.46065
366,3295.31256
367,3304.5501
368,3316.32217
369,3326.52248
370,3337.964
371,3348.2894
372,3359.76697
